Wine ID,country,description,designation,points,price,province,region_1,region_2,variety,winery
142021,Australia,"Very pleasant and drinkable, this is an approachable Semillon that'll win Chard lovers over to the other side. Aromas are minerally, with hints of butter and vanilla. Hay, fresh herb, and  yellow fruit flavors are clean, and linger through the finish.",Brightview,88,15,South Australia,Barossa Valley,,S??millon,Simon Hackett
142027,Australia,"With such rich blackberry and clove aromas, the wine's powerful berry and plum flavors should come as no surprise. There's spice on the palate, too, which is medium-sized, elegantÇ??and maybe even a little lighter than you'd expect.",Ebenezer,88,30,South Australia,Barossa Valley,,Shiraz,Barossa Valley Estate
142029,Australia,"Spicy cherry aromas lead to similar flavors on the palateÇ??cherries, spice and plums. Finishes a little thick and portlike. Very enjoyable overall. How often do you find a very good Aussie Zin?",,88,33,South Australia,McLaren Vale,,Zinfandel,Kangarilla Road
142030,Australia,"Aromatic, with smoke, earth and barbecue on the nose. Dry tannins in the mouth; black plum and oak are the principal flavors here. Would pair well with a broad range of foods, from pizzas to pastas and burgers. A blend of Cabernet Sauvignon, Shiraz and Merlot. 4,000 cases imported.",Church Block,88,17,South Australia,McLaren Vale,,Red Blend,Wirra Wirra
142031,Australia,"Smells spicy, and similar smoke and spice flavors resurface on the palate. This is not a big, overdone style of Shiraz, but it's still a nice one. It has flavors of smoke and red fruit. Flashy and substantial on the midpalateÇ??with good, gripping tannins and a smooth textureÇ??but the palate entry and finish are not quite as impressive.",Basket Pressed,88,28,South Australia,McLaren Vale,,Shiraz,Chateau Reynella
142032,Australia,"Aromas are steely, like iron ore. The palate shows the same steely, irony edgeÇ??it's not a harsh, underripe or jagged wine, but seems strong and wiry. Plum, berries and well-integrated oak complete this medium-sized wine. Finishes juicy.",,88,23,South Australia,South Australia,,Merlot,Geoff Merrill
142039,Australia,"Clean, correct and enjoyable; this Riesling is well balanced, with a dry feel and citrus, olive oil and floral components through and through. At first blush, it smells a little like ViognierÇ??a testament, maybe, to the winery's renown with that variety?",,88,11,Australia Other,South Eastern Australia,,Riesling,Yalumba
142040,Australia,"This Cabernet is drinkable now, and showing soft red fruit with coffee-mocha notes on both the nose and the palate. Very juicy on the finish. Enjoy through 2008.",,88,,South Australia,McLaren Vale,,Cabernet Sauvignon,Chateau Reynella
142043,Australia,"Light white peppery aromas usher in peppery plum fruit on the palate. Has a nice, sturdy feel in the mouth, and firm tannins on the finish. A 60-20-20% blend of Grenache, Tempranillo and Shiraz.",Cinnabar Grenache-Tempranillo-Shiraz,88,25,South Australia,McLaren Vale,,Red Blend,Gemtree
142044,Australia,"Fresh, grassy Sauvignon aromas start things off. On the palate, Semillon adds weight and texture to Sauvignon's citrus and grass flavors. Lovely, and would be just great at the table. 80% Sauvignon, 20% Semillon.",,88,15,South Australia,South Australia,,Sauvignon Blanc-Semillon,Geoff Merrill
142046,Australia,"All basket pressed, with 50-50 French and American oak. Aromas are meaty, with some toast and wheat biscuit thrown in. Plum and tart black cherry fruit on the palate show hints of mineral and herb; good length on the finish.",,88,18,South Australia,McLaren Vale,,Shiraz,Tintara
142048,Australia,"This Chardonnay only gets three months in French oak, and it's no supriseÇ??it's a fresh, clean rendition of the variety, with dust and melon flavors on the palate. Finishes fresh and minerally.",Citrine,88,15,South Australia,McLaren Vale,,Chardonnay,Gemtree
142049,Australia,"A bright, cheerful shade of pink, with aromas of fresh berries. It's round on the palate, with a dry, minerally feel, and berry and cream flavors. A fairly priced but serious roseÇ??not overtly sweet or forward, and a good companion for the table.",Rose,88,15,South Australia,McLaren Vale,,Grenache,Geoff Merrill
142104,Australia,"Clean, with white stone fruit flavors and light grass and white pepper aromas. A good, everyday Riesling, but doesn't have quite the snap and verve that this value wine usually does.",,85,14,South Australia,Coonawarra,,Riesling,Wynns Coonawarra Estate
142107,Australia,"Aromas that start off as dense and fruitcake-y take on a candied grapiness with air. On the palate, moderate blackberry and plum flavors are masked by a flat woodiness. Imported by Old Bridge Cellars.",Siblings,84,20,Western Australia,Margaret River,,Shiraz,Leeuwin Estate
142165,Australia,"There's a light salmon hue to this wine, but along with that lovely color has come some slightly bitter notes from skin contact. Red apple, melon and pear flavors are carried by a plump-textured wine with a touch of tannin. Drink now.",,84,14,New South Wales,Orange,,Pinot Grigio,Climbing
142168,Australia,"Simple apple and lime flavors are citrusy and fresh, finishing crisp and dry. There's not much concentration, but it's still a zesty, refreshing drink. Drink now. Imported by Pernod Ricard USA.",,84,9,Australia Other,South Eastern Australia,,Riesling,Jacob's Creek
142176,Australia,"Slightly briary and savory, with tart, mixed-berry fruit and plenty of spice and cola coming into the mix. It's slightly crisp in style, finshing with a lifted note of bright cranberry fruit balanced by richer coffee flavors. Drink nowÇ??2012.",The Footbolt,88,19,South Australia,McLaren Vale,,Shiraz,D'Arenberg
142186,Australia,"This creamy, mouthfilling Pinot Gris isn't particularly aromatic, but makes up for that on the palate, where it offers a modicum of pear fruit, plenty of weight and richness and just hints of oak and spice. Drink now.",,88,20,Victoria,Yarra Valley,,Pinot Gris,Punt Road
142191,Australia,"Fairly ripe, with fig and melon flavors tinged with smoky notes. Fermentation in used wood has imparted textural richness to the palate, while allowing the grapefruit character to shine through on the finish.",Estate Grown,88,25,Victoria,Yarra Valley,,Sauvignon Blanc,De Bortoli
142248,Australia,"Nimble and understated. Pear and citrus hold the fort down on the palate, surrounded by a cloud of dust and mineral. Just as dusty on the nose. Refreshing and classy; a good opening to an upscale dinner party. Imported by USA Wine West.",Dry,88,14,Western Australia,Frankland River,,Riesling,Rocky Gully
142249,Australia,"Shingleback's signature Shiraz is heavy on the mocha, dried fruit and liqueur aromasÇ??really, it smells like fruitcake in a glass. Its flavors are similar: dried fruit, wheat and nut, but more subdued than it is on the nose. Sweetish and forward; drink this one if it's just you, a partner and the fireplace, and go for the regular Shingleback Shiraz if there's food on the table. Imported by Precept Brands.",D Block Reserve,88,50,South Australia,McLaren Vale,,Shiraz,Shingleback
142256,Australia,"This vintage feels just slightly clumsy and big compared to the wine's usual performance, but it's still pretty good. Aromas and flavors of peach, white grape and nectarine are lightly dusted in chalk; finishes with a slight scouring spritz. Imported by USA Wine West.",,88,25,South Australia,Clare Valley,,Riesling,Mount Horrocks
142261,Australia,"I like this wine for what it isn'tÇ??brash or sweet. Tannins are smooth and manageable, with mushroom and stable notes accenting firm plum and cherry flavors. A little soft on the palate, with a bite of herb at the finish, but it's nearly as enjoyable as the winery's excellent Cabernet. Imported by Southern Starz, Inc.",,88,17,New South Wales,Hunter Valley,,Merlot,Margan
142263,Australia,Plum and berry fruit on the palate are juicy but fairly main stream; pretty notes of spice accent roasted blackberry aromas. Textured tannins add interest on the finish.,Reserve,88,59,Victoria,Nagambie Lakes,,Shiraz,Tahbilk
142269,Australia,"Light resin and hay aromas on the nose; coats the insides of the mouth with olive oil, river rock and lemon flavors. Understated, with a piquant citrusy bite on the finish. Imported by Davies & Co.",,88,15,New South Wales,Hunter Valley,,S??millon,Allandale
142273,Australia,"It's a good thing that the weather is warming up, because this is just the kind of wine that you want in a chiller out on the deck. Floral and light citrus aromas preface flavors of lemon meringue and river rocks. Smooth, dry and refreshing. Imported by The Ravensvale Group.",,88,17,New South Wales,Hunter Valley,,Verdelho,Cockfighter's Ghost
142279,Australia,"Shows beefy, nutty notes on the nose, and black plum, berry and pepper on the palate. Has interesting meaty, beefy undertones; feels built for near-term enjoyment. Imported by Pacific Wine Partners.",Eileen Hardy,88,90,South Australia,McLaren Vale,,Shiraz,Hardys
142284,Australia,"This 71-29 Shriaz-Cab blend is heavy on meat and coffee aromas, and juicy blackberry and plum flavors. Vanilla and cream are the uniting factors here, making for a rich, luscious, drink now wine. Imported by Foster's Wine Estates Americas.",Black Label,88,62,South Australia,South Australia,,Shiraz-Cabernet Sauvignon,Wolf Blass
142285,Australia,"Light floral and citrus aromas. On the palate, the feel is lively, with overtones of citrus dressing up a steely, minerally core. A good value in Oz Riesling. 2,000 cases imported. Imported by Foster's Wine Estates Americas.",,88,15,South Australia,Coonawarra,,Riesling,Wynns Coonawarra Estate
142322,Australia,"Mixed plum and a firm amount of wood on the nose and palate; an herb-metallic tinge shows on the latter. A very good, feminine-sized wine with eraser-like tannins, and not too many bells and whistles. 45% Tempranillo, 43% Grenache, 12% SouzaoÇ??what may be the strangest McLaren Vale blend ever.",The Sticks & Stones,88,40,South Australia,McLaren Vale,,Red Blend,D'Arenberg
142323,Australia,"Meaty, peppery aromas give way to ones of cherry pie filling after airing. Rhone-styled, perhaps, on the palate, with a cracked-pepper quality accenting the black fruit; there's a lifted qualityÇ??the Viognier's floral notesÇ??to the black cherry fruit, that feels overdone. This is a tasty wine, to be sure, but one whose 6% Viognier is about 3% too much.",The Laughing Magpie Shiraz Viognier,88,35,South Australia,McLaren Vale,,Red Blend,D'Arenberg
142330,Australia,"Dark, smoky aromas have high-toned black cherry fruit underneath. On the palate, the smoke and black cherry continue, on a rather slight, feminine frame. A wine that will complement, not overpower, food.",Basket Pressed,87,24,South Australia,McLaren Vale,,Grenache,Chateau Reynella
142334,Australia,"The fruit is all McLaren Vale fruit, though the label says South Australia. Mineral and citrus aromas.  On the palate, fresh-cut grass envelopes a citrus-rind spine; floral notes surface on the finish. Fresh, zingy and enjoyable.",,87,13,South Australia,South Australia,,Sauvignon Blanc,Fox Creek
142336,Australia,"Pretty plum fruit and pencil-eraser aromas lead to similar flavors, with a light underlay of fresh herb. Finishes a little brief, though with gummy tannins.",,87,19,South Australia,McLaren Vale,,Shiraz,Tapestry
142338,Australia,"Light floral and honeysuckle aromas are very pretty and compelling, as is the wine's citrus-laden palate. What an introduction to the varietyÇ??it's a good value, it's correct, and it's dry. Worth keeping a few bottles around the house.",,87,10,Australia Other,South Eastern Australia,,Riesling,Rosemount
142339,Australia,"Wheat bread and black-olive aromas segue to a medium-weight wine on the palate. Shows a Rhonish, fresh herb-and-black pepper brightness, framing chewy plum fruit. Finish shows some wood, and is not as vibrant as the palate.",Selections Chain of Ponds,87,25,South Australia,McLaren Vale,,Shiraz,Marquee
142341,Australia,"Tangy melon and citrus flavors and a steely backbone characterize Merrill's reserve Chardonnay. There's oak hereÇ??mostly present on the nutty, toasty noseÇ??but there's not much of it rounding out the palate, which makes it feel a little disjointed. Still, a very good wine.",Reserve,87,26,South Australia,McLaren Vale,,Chardonnay,Geoff Merrill
142342,Australia,"In screwcap, and meant for near-term drinking. From the outset, though, seems pretty sophisticated for its class: dusty plums on both the nose and the palate are forward but taut. It's medium-bodied, but soft and approachable. Finishes with some tautness. A by-the-glass winner.",,87,20,South Australia,South Australia,,Cabernet Sauvignon-Shiraz,Geoff Merrill
142348,Australia,"This Chard's aromas are very pleasing: there's some fragrant peach, accented by honeysuckle or jasmine notes. In the mouth, however, fresh-cut pine flavors hide the pretty peach and pear core. 1,000 cases produced.",Prelude Vineyards,87,29,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
142408,Australia,"Good wine, one that stays the brown-earthy-tobacco-y camp rather than the sweet, forward one. Moderate plum fruit is its base; not too long on the finish. Imported by Meadowbank Estates.",Drought Reserve,84,30,New South Wales,Western Plains,,Shiraz,Canonbah Bridge
142425,Australia,"This ros?? smells like flowers, particularly roses. It's soft and feels low in acid in the mouth, its berry fruit accented with a twist of orange. Refreshing and easy, it finishes dry and minerally. Imported by Precept Brands.",Ros??,87,17,South Australia,McLaren Vale,,Grenache,Shingleback
142426,Australia,"An envelope of chalk contains bright, fresh berry and orange flavors, ending in a dry, smooth, minerally finish. The nose reflects all of these components; just a delightful, easy summer wine. Imported by Negociants USA, Inc.",Y Series Ros??,87,11,South Australia,South Australia,,Sangiovese,Yalumba
142486,Australia,"This carries a savory note of cured meat on the nose, married to juicy berry flavors. It's a style akin to the Shiraz from the Eden Valley, mingling bright fruit character with plenty of meaty spice.",,88,25,Victoria,Bendigo,,Shiraz,Balgownie Estate
142487,Australia,"A warm, ripe style, with hints of brandied fruitcake and preserved fruit, but also some fresher notes of blackberries. It's full-bodied, with plentiful tannins without being particularly textured in the mouth, yet has a long finish.",Limited Release,88,25,South Australia,McLaren Vale,,Shiraz,Aurora
142498,Australia,"A medium-bodied Shiraz that turns crisp and savory on the finish, this wine's core of blackberry and black cherry fruit is nicely embellished with shadings of spice and toasty oak. Drink nowÇ??2012.",,88,30,Victoria,Yarra Valley,,Shiraz,Giant Steps
142500,Australia,"A spitfire of a Shiraz. High-toned blackberry and black cherry flavors have undertones of coffee and mocha. As nice as the flavors and aromas of fresh earth and cola are, the acids stick out some, giving the palate a prickly feel. Would easily have reached the next decile otherwise. Imported by Click Wine Group.",Rayner Vineyard,88,70,South Australia,McLaren Vale,,Shiraz,Brokenwood
142501,Australia,"This is a lively Sem-Sauv in which the Sauvignon seems to steal the show. Semillon lends a hay-like aroma, but apart from that, zesty lime and grass flavors dominate. Tastes just as it smells, with a dry feel. Very nice. Imported by Pacific Wine Partners.",Verse 1,88,16,Western Australia,Margaret River,,Semillon-Sauvignon Blanc,Brookland Valley
142504,Australia,"Apart from a slight floral character on the nose, the 7% Viognier doesn't seem to add much to this wine. But that doesn't mean it's not a very good one: It has sweetish plum and cherry aromas, with oak in a supporting role, and tastes just as the nose would lead you to believe. Soft tannins; drink now. Imported by Wilson Daniels Ltd.",Balthasar,88,32,South Australia,Barossa Valley,,Shiraz-Viognier,Grant Burge
142505,Australia,"This Shiraz-Cab has lively acidity on its side, and cool plum and black cherry flavors to back it up. Its tannins are manageable now, and soften and widen on the nutty finish. Imported by Foster's Wine Estates Americas.",,88,16,South Australia,Limestone Coast,,Shiraz-Cabernet Sauvignon,Greg Norman Estates
142521,Australia,"Though a young brand, Shingleback already has a track record of reliably good, reasonably priced wines. This one falls right in line: It's sturdy and medium sized, with a rush of berry and plum fruit at palate entry that settles into the palate comfortably. Nose offers deep, ripe, plum and blackberry aromas. Imported by Precept Brands.",,88,20,South Australia,McLaren Vale,,Shiraz,Shingleback
142522,Australia,"This is one good Cabernet with all its pieces in place: fruit-sweet and nutty on the nose, with a juicy blackberry and black cherry core and a gravelly, minerally texture. It's not as mouthfilling and plush as it has been in recent vintages, but it's still an enjoyable wine. Imported by Xanadu Normans Wine Group.",Chais Clarendon,88,30,South Australia,South Australia,,Cabernet Sauvignon,Normans
142529,Australia,"I like this wine, though it is a little odd. The wine's cherry fruit also takes on an interesting orange character, through and through, plus accents of lavender. Closes taut, with sour cherries and citrus. Give it a go. 300 cases produced. Imported by Old Bridge Cellars.",Rose,87,16,Victoria,Yarra Valley,,Pinot Noir,Innocent Bystander
142590,Australia,"Offers rich, pretty aromas of molasses, tea, mixed cherries and anise. On the palate, it has a Cotes-du-Rhonish style and weight, with plum, herb and pepper flavors. A very good wine in the grand scheme of things but perhaps a disappointment for this particular bottling, considering what these old vines are usually capable of. Tasted twice.",Tricentenary Vines,87,32,South Australia,Barossa Valley,,Grenache,Yalumba
142592,Australia,"Vanilla and pepper aromas lead to sexy, vanilla and black cherry flavors on the palate and finish. A very good effort and an enjoyable wine, though a little heavy on the vanilla.",Old Vine,87,15,South Australia,McLaren Vale,,Grenache,Normans
142594,Australia,"An easy-drinking, overt wine, but an enjoyable one. Aromas are vibrant and springyÇ??flowers, lemon-lime, mineral. The palate offers up fleshy yellow fruit and stony-mineral accents that carry through the finish.",Brightview,87,15,South Australia,Barossa Valley,,Chardonnay,Simon Hackett
142597,Australia,"Offers predominantly pear aromas and flavors, with a minerally feel that continues through the finish. It's a light, clean quaff that's just right for drinks on the veranda. The Chenin comes from 5 or 6 area growers, one of whom has 82-year-old Chenin bushvines. BB?",,87,16,South Australia,McLaren Vale,,Chenin Blanc,Coriole
142598,Australia,"Honey, nut and grape juice aromas. There's pretty yellow fruit and some floral nuances on the palate. Moderate in size and intensity; finishes dry.",The Money Spider,87,22,South Australia,McLaren Vale,,Roussanne,D'Arenberg
142599,Australia,"Light green pea and yellow fruit aromas; palate has peach and pear flavors, with just a hint of vanilla. This vintage, this Chard was barrel fermented for 3-4 weeks in what winemaker Chris Dix calls an ""almost unwooded style."" Future vintages, he says, will get more oak.",,87,13,South Australia,McLaren Vale,,Chardonnay,Fox Creek
142601,Australia,"The nose offers a host of red aromas, including stewy, almost tomatoey fruit, and pretty red pencil eraser. A medium-sized wine on the palate, this Shiraz reprises the familiar red berries-plum-earth-oak theme, but does it well.",Red Dot,87,18,South Australia,McLaren Vale-Langhorne Creek,,Shiraz,Penny's Hill
142603,Australia,"Starts off beautifully, with earthy-meaty aromas and vibrant, juicy fruit on palate entry. Midway through, someone drops a barrel on your tongue, which holds on until the last swallow. Very pretty at first; maybe next vintage won't be quite as woody.",Old Vine,87,15,South Australia,South Australia,,Shiraz,Normans
142605,Australia,"Bright, bouncy cherry and plum aromas; wood and earth are interspersed with mixed cherries on the palate. A straighforward, enjoyable Grenache.",Old Vine,87,18,South Australia,McLaren Vale,,Grenache,Simon Hackett
142606,Australia,"A very good year for the Diamond Label Shiraz. It's a chunky, sturdy red with mixed plums and a ribbon of mocha or chocolate from the nose through to the finish. Not overdone, and very enjoyable.",,87,12,Australia Other,South Eastern Australia,,Shiraz,Rosemount
142609,Australia,"This Shiraz is medium-bodied and full of black cherry aromas and flavors. Dry, tealike tannins complete the picture. An enjoyable pizza or pasta accompaniment, though its price may prohibit casual, everyday consumption.",Rufus Stone,87,30,South Australia,McLaren Vale,,Shiraz,Tyrrell's
142610,Australia,"A 47%-45%-8% belnd of Shiraz, Grenache and Mourvedre. Cherry aromas lie under a dusting of bread flour. It's forward on the palate, with typical GSM character: cherry and plum, with soil and eucalyptus accents. A very good, enjoyable wine.",Three Gardens SGM,87,16,South Australia,Barossa Valley,,Rh??ne-style Red Blend,Langmeil
142616,Australia,"A fun, youthful wine. Juicy, chewy fruit on the palate isn't overpowered by lots of oak. Ripe plum and blackberry on the nose; finishes with less verve than the palate has.",d'Arry's Original,87,19,South Australia,McLaren Vale,,Shiraz-Grenache,D'Arenberg
142617,Australia,"Not a fruity, forward style of CabÇ??instead, earth and wood are prevalent, which gives the wine a wild, wooly feel in the mouth. Aromas reflect its earthiness; black cherry lingers underneath. A good match for grilled meat, or dishes with wild mushrooms.",The High Trellis,87,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
142618,Australia,"Roughly three quarters Cab Sauvignon and one quarter Petit Verdot, with a smidge of Merlot for good measure. Plums, cherries and spices on the nose hint at what's under inside the palate's thick, tannic shell. Finishes with smooth tannins.",Tatty Road Cabernet Sauvignon - Petit Verdot - Merlot,87,25,South Australia,McLaren Vale,,Red Blend,Gemtree
142620,Australia,"Blending Riesling, Sauvignon, Marsanne and Roussanne in this case yields a white with cushy, soft aromas (like white chocolate), and light flavors of peach and olive oil. Not a lively, acidic wine, but fine for an everyday quaff. 15,000 cases produced.",The Stump Jump,84,10,South Australia,McLaren Vale,,White Blend,D'Arenberg
142624,Australia,"Has golden aromas and flavorsÇ??think golden apples and raisins. It's not very lively in the mouth, but is a fine, everyday white. A blend of Verdelho, Viognier, Sauvignon and Riesling.",Buzz Cut,84,14,Australia Other,South Eastern Australia,,White Blend,Shoofly
142631,Australia,"Doesn't show much on the nose, but has modest mineral and peach pit flavors on the palate. Wide and round; this is a good wine, but not a particularly acidic or flavorful one.",,84,20,Victoria,Victoria,,Pinot Gris,Mount Langi Ghiran
142637,Australia,"The brand's name refers to a stretch in Langhorne Creek. Has nice nutmeg aromas and moderate plum and berry flavors, but an odd, artificial sweetener-like note is a detraction. Imported by American Estates Wines, Inc.",,83,15,South Australia,South Australia,,Shiraz,9 Mile Road
142707,Australia,"An excellent wine as it always is, but this vintage of Grange is one that isn't just built for aging, it requires it. Its flavors and aromas require a good 20 minutes in the glass to show themselves, but with time, pretty eucalyptus/mint and anise aromas come through. In the mouth, this vintage feels more feminine than other recent vintages. It's very tightly wound, with tea, biscuit and plum notes peeking through; its tannins are powdery and pretty, and its finish long and juicy. Drink 2012+.",Grange,93,225,South Australia,South Australia,,Shiraz,Penfolds
142742,Australia,"Blasts off with gorgeous, soaring scents of gooseberry and pink grapefruit, then adds hints of melon to the array of flavors on the palate. Turns slightly lean and grassy on the finish. Drink now.",,88,20,Victoria,Yarra Valley,,Sauvignon Blanc,Sticks
142757,Australia,"The outlook at De Bortoli's Yarra Valley winery isÇ??dare it be saidÇ??more European in focus, fashioning wines that de-emphasize primary fruit in favor of terroir and texture. This Chardonnay is a good example, lacking overt fruit but showcasing mealy, leesy notes, a welcoming custardy texture and a lingering, minerally finish.",Estate Grown,88,29,Victoria,Yarra Valley,,Chardonnay,De Bortoli
142778,Australia,"Very acidic, with a sharply clean, almost green streak of citrus, although there are richer nuances of peaches and tropical fruits. This eminently drinkable wine doesn't have a lot of stuffing, but it's a great value, and very versatile with food.",,86,7,Australia Other,South Eastern Australia,,Chardonnay,Alice White
142784,Australia,"Blackberry and plum fruit is taut, accented by some exotic spice, and feels more dense on the front palate than on the toasty-oak finish. Still, it's a pleasing, easy-to-drink wine that's a safe bet for partiesÇ??particularly barbecues, as this seems just the ticket for a burger, or grilled meat.",Scrubby Rise,86,10,South Australia,South Australia,,Shiraz,Wirra Wirra
142787,Australia,"Has eucalyptus, earth and red plum aromas. This is a straightforward wine, but one that has surprising finesse, particularly given its reasonable price. It shows firm, ripe red plum fruit on the palate, and takes on a little coffee with air. Medium-bodied, it finishes with a gummy, pencil-eraser feel.",Ram's Leap,86,12,New South Wales,Western Plains,,Merlot,Canonbah Bridge
142791,Australia,"This medium-sized Shiraz has flavors of oak and tangy red plum, and a sweet barbecue-and-toffee nose. Its powdery tannins are pretty, but don't hide the fact that the palate is a little hollow. Finishes with smooth, oaky tannins.",Hyland,86,25,South Australia,Coonawarra,,Shiraz,Penley Estate
142796,Australia,"Aromas are of chalk dust and dark earth. Chewy tannins mark the mouthfeel, where there are flavors of red plum, tea and a little lemony oak. Finishes with the same oak-tea-lemon profile. Sturdy and straightforward.",,86,19,Victoria,Yarra Valley,,Pinot Noir,Yarra Burn
142861,Australia,"Has sweet, though not candied aromasÇ??think coconut, truffle, white chocolate, maybe some honey. Yellow peach and lychee flavors have a powdery feel that continues on through the finish. Not a sizeable, fat Viognier, which isn't at all a bad thing.",,87,11,South Australia,South Australia,,Viognier,Yalumba
142863,Australia,"On the nose, dark, stably-earth aromas are accented by a ribbon of eucalyptus that follows through on the palate. Fruit flavors are red, but all its accents are dark: think black cured olives and earth. Tealike tannins fade though the finish. Enjoy with charcuterie.",,87,18,South Australia,McLaren Vale,,Shiraz,Simon Hackett
142867,Australia,"Very good, but the sort of Cabernet with rough, briary edges. Black plum and earth aromas come before the plum-skin and briary flavors. A little hard on the palate, but offers up bright red fruit (strawberry, raspberry) on the finish.",,87,23,South Australia,South Australia,,Cabernet Sauvignon,Geoff Merrill
142868,Australia,"Another screwcapped Merrill wine that was once part of its Owen Estate label. This Shiraz (35%), Grenache (35%), Mourvedre (30%) offers plum and oak flavors, the latter of the fresh-cut pine sort. Still, the wine is forward, lively and a good value, and sports a flourish of black cherry on the end.",Sz-Gren-M,87,20,South Australia,South Australia,,Rh??ne-style Red Blend,Geoff Merrill
142870,Australia,"From vines planted in 1982 comes this sturdy red, which features cherry and plum flavors, smooth tannins, and an herb-anise fiish. Fresh red fruit aromas are a nice beginning.",,87,,South Australia,McLaren Vale,,Sangiovese,Coriole
142872,Australia,"Mocha and coffee aromas preface a palate full of dark, earthy-briary character. Medium-bodied; closes with tangy, tealike tannins.",,87,18,South Australia,McLaren Vale,,Cabernet Sauvignon,Tintara
142874,Australia,"This Shiraz is sexy in its way but overdone, like a woman who's wearing entirely too much makeup. Aromas are alluring, but on the sweet sideÇ??blackberry, anise, creampuff, vanilla, sweet tart. Cocoa, carmel and raspberry flavors follow suit. Not confected or manufactured-tasting by any means, but it's a New World, modern style that just won't appeal to everyone.",The Vincent,87,39,South Australia,McLaren Vale,,Shiraz,Tapestry
142877,Australia,"The palate announced loud and clear what this wine's color and aromas also suggest: There's just too much wood here. This is obviously a well-made wine, one with dry citrus and mineral components, and a surge of citrus on the medium-long finish. The toasty overlay, however, is overdoneÇ??without it, this wine would climb easily into the next decile.",,87,40,Western Australia,Margaret River,,Chardonnay,Moss Wood
142878,Australia,"What's wrong with this picture? This wine is better than the Scrubby Rise Shiraz, but is only available in Florida and Texas (the latter locale is understandable, as this wine is probably a heavenly marriage wtih barbecue!). Contact your retailers and distributors and put up a fussÇ??there's nice cherry and plum fruit here, jazzed up with smoke and spice accents. An interesting blend, too, particularly for the price.",Scrubby Rise SZ-CS-PV,87,11,South Australia,McLaren Vale,,Red Blend,Wirra Wirra
142879,Australia,"This Chardonnay is round and toasty, with green apple and melon notes dominating. A nice size and not overdone on the oak, but there's a slight metallic hint on the back end.",,86,20,South Australia,McLaren Vale,,Chardonnay,Geoff Merrill
142881,Australia,"There's a sweet, candied whiff on the nose, plus a nice gumtree accent. In the mouth, earth and black cherry get a dusting of a Sweet Tart confection, which rides through the finish.",Encounter Bay,86,10,South Australia,South Australia,,Cabernet Sauvignon,Normans
142882,Australia,"Cherry and earth aromas, with a hint of Sweet Tart. On the palate, it's a straightforward tea-and-cherry flavored wine with a slightly creamy fatness on the midpalate. 85% Grenache, 10% Shiraz, 5% Mourvedre.",Grenache- Syrah- Mourvedre,86,13,South Australia,Barossa Valley,,Grenache,The Lucky Country
142888,Australia,"Fox Creeks' entry-level white is a fresh, everyday drinking wine made mostly of Verdelho, with smaller shares of Chardonnay and Sauvignon. Medium-bodied, with peach and white melon flavors, it's an ideal poolside (or porchside) drink.",Shadow's Run,86,10,South Australia,South Australia,,White Blend,Fox Creek
142912,Australia,"Nose shows a little brambly earthiness. The wine is quite dark in color, but lackluster in its body and  plum flavors. Imported by Foster's Wine Estates Americas.",Diamond Label,82,12,Australia Other,South Eastern Australia,,Shiraz,Rosemount
142946,Australia,"Round, plush and hedonistic, the Magill barely falls on the conservative side of Ç?úover the topÇ?ù this year. Deep aromas of vanilla bean and meat segue to a blackberry-and-vanilla ride on the palate. Long and luscious on the finish; really quite sexy overall.",Magill Estate Shiraz,91,50,South Australia,South Australia,,Shiraz,Penfolds
143046,Australia,"Nicely fruity and softly tannic, this is a fine introduction to the Shiraz-Viognier genre. Apricot and raspberry flavors lead the way in this medium-bodied wine that's fairly priced for the quality.",,88,20,Victoria,Victoria,,Shiraz-Viognier,Sticks
143056,Australia,"Yarrabank is Yering Station's sparkling-wine project, turning out a credible product that this vintage is a blend of 68% Chardonnay and 32% Pinot Noir. It boasts plenty of bright citrusy flavors, mixed with hints of apple and mineral. Despite four years on the yeasts, it doesn't show a lot of toasty, autolytic character.",Cuv??e,88,28,Victoria,Victoria,,Sparkling Blend,Yarrabank
143069,Australia,"Starts off with some broader notes of smoke and ripe pears, but quickly shows a crisper, sterner sideÇ??apples and citrus, with strident lemony notes playing a prominent role on the finish. It has enough freshness to cut through rich fish dishes.",Giant Steps Vineyard Bernard Clones 95 & 96,87,25,Victoria,Yarra Valley,,Chardonnay,Sexton
143071,Australia,"A straightforward Pinot, one with red cherry fruit wrapped in tree bark and tea notes. It's light to medium in body, and shows pretty earth and orange pekoe tea aromas. Will probably be at its best with food.",,86,30,Victoria,Victoria,,Pinot Noir,Curly Flat
143072,Australia,"This middleweight Cab has taut, tightly wound red plum and berry fruit on the palate. High-toned medicinal-cherry-eucalyptus aromas lead to a very dry mouthfeel and woodsy finish.",Lucindale,86,22,South Australia,Limestone Coast,,Cabernet Sauvignon,Di Giorgio Family Wines
143080,Australia,"This Cab feels rustic and dry in the mouth, with tree bark and taut plum flavors. There are also hints of stem and dried spice, making for an outdoorsy impression all around. Chalky, smooth tannins complete the picture.",Riley's Reserve,86,20,New South Wales,Hunter Valley,,Cabernet Sauvignon,Wandin Valley
