Wines,Country,Rate,Price,State,region_1,region_2,Wine Type,winery
141700,Australia,89,30,Victoria,Bendigo,,Shiraz,Balgownie Estate
141707,Australia,89,20,South Australia,Barossa Valley,,Shiraz,Hewitson
141708,Australia,89,45,Victoria,Yarra Valley,,Pinot Noir,Labyrinth
141714,Australia,89,18,Victoria,Victoria,,Riesling,Mount Langi Ghiran
141723,Australia,89,16,South Australia,McLaren Vale,,Chardonnay,D'Arenberg
141725,Australia,89,20,South Australia,McLaren Vale,,Shiraz,Serafino
141726,Australia,89,,South Australia,Barossa Valley,,Alicante Bouschet,Rockford
141730,Australia,89,20,South Australia,McLaren Vale,,Shiraz,Angove's
141731,Australia,89,21,South Australia,McLaren Vale,,Shiraz,Kangarilla Road
141734,Australia,89,28,South Australia,McLaren Vale,,Shiraz,Gemtree
141738,Australia,88,19,South Australia,McLaren Vale,,Grenache,D'Arenberg
141742,Australia,88,17,South Australia,South Australia,,Sparkling Blend,Fox Creek
141749,Australia,88,12,South Australia,McLaren Vale,,Shiraz,Nine Stones
141756,Australia,91,15,South Australia,Barossa Valley,,Ros??,Charles Melton
141779,Australia,89,12,South Australia,McLaren Vale,,Grenache-Shiraz,Yangarra Estate Vineyard
141798,Australia,85,15,South Australia,Clare Valley,,Riesling,Tim Adams
141858,Australia,89,22,South Australia,McLaren Vale,,Shiraz,Aramis
141860,Australia,89,30,Victoria,Yarra Valley,,Bordeaux-style Red Blend,Giant Steps
141867,Australia,89,24,Victoria,Yarra Valley,,Shiraz,Green Point
141885,Australia,85,17,Western Australia,Western Australia,,Riesling,West Cape Howe
141965,Australia,89,21,Western Australia,Margaret River,,Shiraz,Howard Park
141967,Australia,89,46,South Australia,McLaren Vale,,Shiraz,Brokenwood
141979,Australia,88,20,Western Australia,Frankland River,,Riesling,Frankland Estate
141984,Australia,88,65,South Australia,Coonawarra,,Shiraz,Penley Estate
141998,Australia,89,55,South Australia,Coonawarra,,Shiraz,McWilliam's of Coonawarra
142010,Australia,88,20,Victoria,Mornington Peninsula,,Pinot Noir,Marquee
142015,Australia,88,19,South Australia,Eden Valley,,Riesling,Grant Burge
142017,Australia,88,16,South Australia,McLaren Vale,,Red Blend,Coriole
142021,Australia,88,15,South Australia,Barossa Valley,,S??millon,Simon Hackett
142027,Australia,88,30,South Australia,Barossa Valley,,Shiraz,Barossa Valley Estate
142029,Australia,88,33,South Australia,McLaren Vale,,Zinfandel,Kangarilla Road
142030,Australia,88,17,South Australia,McLaren Vale,,Red Blend,Wirra Wirra
142031,Australia,88,28,South Australia,McLaren Vale,,Shiraz,Chateau Reynella
142032,Australia,88,23,South Australia,South Australia,,Merlot,Geoff Merrill
142039,Australia,88,11,Australia Other,South Eastern Australia,,Riesling,Yalumba
142040,Australia,88,,South Australia,McLaren Vale,,Cabernet Sauvignon,Chateau Reynella
142043,Australia,88,25,South Australia,McLaren Vale,,Red Blend,Gemtree
142044,Australia,88,15,South Australia,South Australia,,Sauvignon Blanc-Semillon,Geoff Merrill
142046,Australia,88,18,South Australia,McLaren Vale,,Shiraz,Tintara
142048,Australia,88,15,South Australia,McLaren Vale,,Chardonnay,Gemtree
142049,Australia,88,15,South Australia,McLaren Vale,,Grenache,Geoff Merrill
142104,Australia,85,14,South Australia,Coonawarra,,Riesling,Wynns Coonawarra Estate
142107,Australia,84,20,Western Australia,Margaret River,,Shiraz,Leeuwin Estate
142165,Australia,84,14,New South Wales,Orange,,Pinot Grigio,Climbing
142168,Australia,84,9,Australia Other,South Eastern Australia,,Riesling,Jacob's Creek
142176,Australia,88,19,South Australia,McLaren Vale,,Shiraz,D'Arenberg
142186,Australia,88,20,Victoria,Yarra Valley,,Pinot Gris,Punt Road
142191,Australia,88,25,Victoria,Yarra Valley,,Sauvignon Blanc,De Bortoli
142248,Australia,88,14,Western Australia,Frankland River,,Riesling,Rocky Gully
142249,Australia,88,50,South Australia,McLaren Vale,,Shiraz,Shingleback
142256,Australia,88,25,South Australia,Clare Valley,,Riesling,Mount Horrocks
142261,Australia,88,17,New South Wales,Hunter Valley,,Merlot,Margan
142263,Australia,88,59,Victoria,Nagambie Lakes,,Shiraz,Tahbilk
142269,Australia,88,15,New South Wales,Hunter Valley,,S??millon,Allandale
142273,Australia,88,17,New South Wales,Hunter Valley,,Verdelho,Cockfighter's Ghost
142279,Australia,88,90,South Australia,McLaren Vale,,Shiraz,Hardys
142284,Australia,88,62,South Australia,South Australia,,Shiraz-Cabernet Sauvignon,Wolf Blass
142285,Australia,88,15,South Australia,Coonawarra,,Riesling,Wynns Coonawarra Estate
142322,Australia,88,40,South Australia,McLaren Vale,,Red Blend,D'Arenberg
142323,Australia,88,35,South Australia,McLaren Vale,,Red Blend,D'Arenberg
142330,Australia,87,24,South Australia,McLaren Vale,,Grenache,Chateau Reynella
142334,Australia,87,13,South Australia,South Australia,,Sauvignon Blanc,Fox Creek
142336,Australia,87,19,South Australia,McLaren Vale,,Shiraz,Tapestry
142338,Australia,87,10,Australia Other,South Eastern Australia,,Riesling,Rosemount
142339,Australia,87,25,South Australia,McLaren Vale,,Shiraz,Marquee
142341,Australia,87,26,South Australia,McLaren Vale,,Chardonnay,Geoff Merrill
142342,Australia,87,20,South Australia,South Australia,,Cabernet Sauvignon-Shiraz,Geoff Merrill
142348,Australia,87,29,Western Australia,Margaret River,,Chardonnay,Leeuwin Estate
142408,Australia,84,30,New South Wales,Western Plains,,Shiraz,Canonbah Bridge
142425,Australia,87,17,South Australia,McLaren Vale,,Grenache,Shingleback
142426,Australia,87,11,South Australia,South Australia,,Sangiovese,Yalumba
142486,Australia,88,25,Victoria,Bendigo,,Shiraz,Balgownie Estate
142487,Australia,88,25,South Australia,McLaren Vale,,Shiraz,Aurora
142498,Australia,88,30,Victoria,Yarra Valley,,Shiraz,Giant Steps
142500,Australia,88,70,South Australia,McLaren Vale,,Shiraz,Brokenwood
142501,Australia,88,16,Western Australia,Margaret River,,Semillon-Sauvignon Blanc,Brookland Valley
142504,Australia,88,32,South Australia,Barossa Valley,,Shiraz-Viognier,Grant Burge
142505,Australia,88,16,South Australia,Limestone Coast,,Shiraz-Cabernet Sauvignon,Greg Norman Estates
142521,Australia,88,20,South Australia,McLaren Vale,,Shiraz,Shingleback
142522,Australia,88,30,South Australia,South Australia,,Cabernet Sauvignon,Normans
142529,Australia,87,16,Victoria,Yarra Valley,,Pinot Noir,Innocent Bystander
142590,Australia,87,32,South Australia,Barossa Valley,,Grenache,Yalumba
142592,Australia,87,15,South Australia,McLaren Vale,,Grenache,Normans
142594,Australia,87,15,South Australia,Barossa Valley,,Chardonnay,Simon Hackett
142597,Australia,87,16,South Australia,McLaren Vale,,Chenin Blanc,Coriole
142598,Australia,87,22,South Australia,McLaren Vale,,Roussanne,D'Arenberg
142599,Australia,87,13,South Australia,McLaren Vale,,Chardonnay,Fox Creek
142601,Australia,87,18,South Australia,McLaren Vale-Langhorne Creek,,Shiraz,Penny's Hill
142603,Australia,87,15,South Australia,South Australia,,Shiraz,Normans
142605,Australia,87,18,South Australia,McLaren Vale,,Grenache,Simon Hackett
142606,Australia,87,12,Australia Other,South Eastern Australia,,Shiraz,Rosemount
142609,Australia,87,30,South Australia,McLaren Vale,,Shiraz,Tyrrell's
142610,Australia,87,16,South Australia,Barossa Valley,,Rh??ne-style Red Blend,Langmeil
142616,Australia,87,19,South Australia,McLaren Vale,,Shiraz-Grenache,D'Arenberg
142617,Australia,87,19,South Australia,McLaren Vale,,Cabernet Sauvignon,D'Arenberg
142618,Australia,87,25,South Australia,McLaren Vale,,Red Blend,Gemtree
142620,Australia,84,10,South Australia,McLaren Vale,,White Blend,D'Arenberg
142624,Australia,84,14,Australia Other,South Eastern Australia,,White Blend,Shoofly
142631,Australia,84,20,Victoria,Victoria,,Pinot Gris,Mount Langi Ghiran
142637,Australia,83,15,South Australia,South Australia,,Shiraz,9 Mile Road
142707,Australia,93,225,South Australia,South Australia,,Shiraz,Penfolds
142742,Australia,88,20,Victoria,Yarra Valley,,Sauvignon Blanc,Sticks
142757,Australia,88,29,Victoria,Yarra Valley,,Chardonnay,De Bortoli
142778,Australia,86,7,Australia Other,South Eastern Australia,,Chardonnay,Alice White
142784,Australia,86,10,South Australia,South Australia,,Shiraz,Wirra Wirra
142787,Australia,86,12,New South Wales,Western Plains,,Merlot,Canonbah Bridge
142791,Australia,86,25,South Australia,Coonawarra,,Shiraz,Penley Estate
142796,Australia,86,19,Victoria,Yarra Valley,,Pinot Noir,Yarra Burn
142861,Australia,87,11,South Australia,South Australia,,Viognier,Yalumba
142863,Australia,87,18,South Australia,McLaren Vale,,Shiraz,Simon Hackett
142867,Australia,87,23,South Australia,South Australia,,Cabernet Sauvignon,Geoff Merrill
142868,Australia,87,20,South Australia,South Australia,,Rh??ne-style Red Blend,Geoff Merrill
142870,Australia,87,,South Australia,McLaren Vale,,Sangiovese,Coriole
142872,Australia,87,18,South Australia,McLaren Vale,,Cabernet Sauvignon,Tintara
142874,Australia,87,39,South Australia,McLaren Vale,,Shiraz,Tapestry
142877,Australia,87,40,Western Australia,Margaret River,,Chardonnay,Moss Wood
142878,Australia,87,11,South Australia,McLaren Vale,,Red Blend,Wirra Wirra
142879,Australia,86,20,South Australia,McLaren Vale,,Chardonnay,Geoff Merrill
142881,Australia,86,10,South Australia,South Australia,,Cabernet Sauvignon,Normans
142882,Australia,86,13,South Australia,Barossa Valley,,Grenache,The Lucky Country
142888,Australia,86,10,South Australia,South Australia,,White Blend,Fox Creek
142912,Australia,82,12,Australia Other,South Eastern Australia,,Shiraz,Rosemount
142946,Australia,91,50,South Australia,South Australia,,Shiraz,Penfolds
143046,Australia,88,20,Victoria,Victoria,,Shiraz-Viognier,Sticks
143056,Australia,88,28,Victoria,Victoria,,Sparkling Blend,Yarrabank
143069,Australia,87,25,Victoria,Yarra Valley,,Chardonnay,Sexton
143071,Australia,86,30,Victoria,Victoria,,Pinot Noir,Curly Flat
143072,Australia,86,22,South Australia,Limestone Coast,,Cabernet Sauvignon,Di Giorgio Family Wines
143080,Australia,86,20,New South Wales,Hunter Valley,,Cabernet Sauvignon,Wandin Valley
143085,Australia,86,17,South Australia,Barossa Valley,,S??millon,Elderton
143086,Australia,86,26,Western Australia,Western Australia,,Red Blend,Frankland Estate
143089,Australia,86,18,New South Wales,Hunter Valley,,S??millon,Tyrrell's
143097,Australia,85,28,Victoria,Mornington Peninsula,,Pinot Noir,Kooyong
143161,Australia,86,16,South Australia,McLaren Vale,,Semillon-Sauvignon Blanc,Coriole
143162,Australia,86,19,South Australia,Clare Valley,,Riesling,Angove's
143177,Australia,86,19,South Australia,McLaren Vale,,Shiraz,D'Arenberg
143178,Australia,86,35,South Australia,McLaren Vale,,Red Blend,D'Arenberg
143181,Australia,86,19,South Australia,McLaren Vale,,Red Blend,Geoff Merrill
143186,Australia,86,11,South Australia,South Australia,,White Blend,Wirra Wirra
143188,Australia,86,10,South Australia,South Australia,,Shiraz,Normans
143205,Australia,82,10,Australia Other,South Eastern Australia,,Shiraz,Tyrrell's
143214,Australia,81,8,Australia Other,South Eastern Australia,,Shiraz,Broken Earth
143222,Australia,91,65,Australia Other,South Eastern Australia,,Chardonnay,Penfolds
143227,Australia,91,80,South Australia,Barossa Valley,,Shiraz,Penfolds
143234,Australia,90,32,South Australia,Langhorne Creek,,Cabernet Sauvignon,Wolf Blass
143235,Australia,90,20,South Australia,McLaren Vale,,Shiraz,Yangarra Estate Vineyard
143358,Australia,87,14,Victoria,Yarra Valley,,Chardonnay,Yering Station
143381,Australia,85,30,Victoria,Yarra Valley,,Shiraz,Jinks Creek
143383,Australia,85,9,South Australia,South Australia,,Shiraz,Tatachilla
143386,Australia,85,7,Australia Other,South Eastern Australia,,Merlot,Alice White
143388,Australia,85,15,Australia Other,South Eastern Australia,,Semillon-Sauvignon Blanc,Coriole
143389,Australia,85,8,Victoria,Victoria,,Merlot,Lonsdale Ridge
143465,Australia,86,9,Australia Other,South Eastern Australia,,Semillon-Sauvignon Blanc,Tyrrell's
143469,Australia,86,20,South Australia,McLaren Vale,,Sauvignon Blanc,Geoff Merrill
143470,Australia,86,35,South Australia,McLaren Vale,,Grenache,D'Arenberg
143474,Australia,86,10,Australia Other,South Eastern Australia,,Chardonnay,Normans
143476,Australia,85,10,South Australia,McLaren Vale,,White Blend,D'Arenberg
143488,Australia,85,10,South Australia,McLaren Vale,,Red Blend,D'Arenberg
143490,Australia,90,80,South Australia,South Australia,,Cabernet Sauvignon,Penfolds
143495,Australia,90,43,Victoria,Yarra Valley,,Cabernet Sauvignon,Yering Station
143498,Australia,90,30,South Australia,Coonawarra,,Shiraz-Cabernet Sauvignon,Lindemans
143509,Australia,90,30,South Australia,Coonawarra,,Cabernet Sauvignon,Lindemans
143510,Australia,90,15,South Australia,Clare Valley-Coonawarra,,Cabernet Sauvignon,Jim Barry
143511,Australia,90,30,Western Australia,Margaret River,,Shiraz,Howard Park
143599,Australia,94,100,South Australia,Clare Valley,,Shiraz,Jim Barry
143614,Australia,81,7,Australia Other,South Eastern Australia,,Riesling,Alice White
143753,Australia,85,15,South Australia,South Australia,,Cabernet Sauvignon-Merlot,Geoff Merrill
143790,Australia,90,30,Western Australia,Margaret River,,Shiraz,Vasse Felix
143791,Australia,90,40,South Australia,McLaren Vale,,Shiraz,Shingleback
143798,Australia,89,33,South Australia,Barossa Valley,,Chardonnay,Jacob's Creek
143802,Australia,89,30,South Australia,Coonawarra,,Bordeaux-style Red Blend,Lindemans
143805,Australia,89,30,Western Australia,Margaret River,,Cabernet Sauvignon,Vasse Felix
143810,Australia,89,19,Western Australia,Margaret River,,Shiraz,Cape Mentelle
143820,Australia,93,34,South Australia,Wrattonbully,,Chardonnay,Pepper Tree
143821,Australia,93,40,South Australia,Eden Valley,,Viognier,Yalumba
143880,Australia,87,17,Victoria,Victoria,,Chardonnay,Green Point
143881,Australia,87,18,Victoria,Victoria,,Shiraz,Green Point
143887,Australia,87,25,Victoria,Yarra Valley,,Pinot Noir,Sexton
143892,Australia,87,20,Victoria,Yarra Valley,,Chardonnay,Innocent Bystander
143897,Australia,87,18,Victoria,Victoria,,Cabernet Sauvignon-Shiraz,Green Point
143898,Australia,87,18,Victoria,Victoria,,Pinot Noir,Green Point
143899,Australia,87,11,South Australia,McLaren Vale,,Shiraz,D'Arenberg
143900,Australia,87,25,Victoria,Yarra Valley,,Viognier,De Bortoli
143907,Australia,87,18,Victoria,Yarra Valley-Heathcote,,Shiraz,TarraWarra
143908,Australia,87,18,Victoria,Yarra Valley,,Chardonnay,TarraWarra
144005,Australia,84,12,South Australia,Barossa Valley,,Chardonnay,Barossa Valley Estate
144010,Australia,84,12,Australia Other,South Eastern Australia,,Merlot,Rosemount
144012,Australia,84,20,South Australia,Barossa Valley,,S??millon,Saint John's Road
144025,Australia,84,,South Australia,McLaren Vale,,Chardonnay,Wirra Wirra
144030,Australia,89,24,Australia Other,South Eastern Australia,,Shiraz,Penfolds
144032,Australia,89,40,South Australia,South Australia,,Shiraz,Penfolds
144039,Australia,89,75,Victoria,Victoria,,Roussanne,Giaconda
144041,Australia,89,18,Western Australia,Western Australia,,Shiraz,Howard Park
144042,Australia,89,19,South Australia,McLaren Vale,,Shiraz,Shingleback
144053,Australia,88,8,Australia Other,South Eastern Australia,,Chardonnay,Fat Croc
144103,Australia,92,64,South Australia,Barossa,,Shiraz,St Hallett
144125,Australia,91,35,South Australia,Eden Valley,,Riesling,Poonawatta Estate
144134,Australia,91,22,South Australia,McLaren Vale,,Shiraz,Tapestry
144137,Australia,91,45,South Australia,McLaren Vale,,Shiraz,Rosemount
144141,Australia,91,22,Western Australia,Frankland River,,Riesling,Ferngrove
144143,Australia,91,45,South Australia,Lenswood,,Chardonnay,Henschke
144148,Australia,91,35,Victoria,Mornington Peninsula,,Chardonnay,Stonier
144168,Australia,86,13,Victoria,Yarra Valley,,Pinot Noir,Yering Station
144174,Australia,86,20,Victoria,Yarra Valley,,Pinot Noir,Innocent Bystander
144260,Australia,84,11,South Australia,McLaren Vale,,Chardonnay,Wirra Wirra
144263,Australia,84,6,Australia Other,South Eastern Australia,,Semillon-Chardonnay,Banrock Station
144269,Australia,84,12,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Rosemount
144330,Australia,83,20,New South Wales,Hunter Valley,,Shiraz,Evans Family
144338,Australia,83,11,Victoria,Victoria,,Shiraz,Mitchelton
144342,Australia,83,9,South Australia,South Australia,,Shiraz,Angove's
144364,Australia,88,25,South Australia,Coonawarra,,Cabernet Sauvignon,McWilliam's of Coonawarra
144367,Australia,88,12,South Australia,South Australia,,Cabernet Sauvignon,Wolf Blass
144374,Australia,88,36,South Australia,McLaren Vale,,Shiraz,Tapestry
144388,Australia,88,13,South Australia,McLaren Vale,,Verdelho,Fox Creek
144441,Australia,90,25,New South Wales,Hunter Valley,,Chardonnay,Peter Howland
144458,Australia,86,20,Victoria,Yarra Valley,,Pinot Noir,Innocent Bystander
144461,Australia,86,22,South Australia,McLaren Vale,,Shiraz,Kangarilla Road
144466,Australia,86,18,Victoria,Yarra Valley,,Pinot Noir,TarraWarra
144477,Australia,86,20,Victoria,Yarra Valley,,Chardonnay,Innocent Bystander
144530,Australia,90,21,Western Australia,Margaret River,,Cabernet Sauvignon,Howard Park
144591,Australia,83,9,Australia Other,South Eastern Australia,,Merlot,Jacob's Creek
144599,Australia,82,7,Australia Other,South Eastern Australia,,Semillon-Chardonnay,Alice White
144631,Australia,82,15,Victoria,King Valley,,Shiraz,Redbank
144632,Australia,82,14,Australia Other,South Australia-Victoria,,Shiraz,Owen's Estate
144635,Australia,81,10,South Australia,South Australia,,Shiraz,Buckeley's
144638,Australia,81,13,Victoria,Victoria,,Shiraz,Windy Peak
144639,Australia,81,15,Victoria,Bellarine Peninsula,,Shiraz,Bellarine Estate
144640,Australia,81,13,Australia Other,South Eastern Australia,,Shiraz,Cedar Creek
144653,Australia,93,16,South Australia,Langhorne Creek,,Cabernet Sauvignon,Temple Bruer
144665,Australia,88,20,South Australia,Adelaide Hills,,Chardonnay,Wolf Blass
144670,Australia,88,40,South Australia,Barossa Valley,,Shiraz,David Franz
144681,Australia,88,15,South Australia,South Australia,,Semillon-Sauvignon Blanc,Fox Creek
144703,Australia,91,59,Victoria,Nagambie Lakes,,Cabernet Sauvignon,Tahbilk
144732,Australia,90,25,South Australia,Eden Valley,,Riesling,Mesh
144739,Australia,90,22,South Australia,McLaren Vale,,G-S-M,Rosemount
144760,Australia,86,30,Victoria,Yarra Valley,,Shiraz-Viognier,De Bortoli
144812,Australia,90,21,Western Australia,Great Southern,,Shiraz,Howard Park
144829,Australia,90,33,South Australia,McLaren Vale,,Shiraz,Penny's Hill
144835,Australia,90,58,Victoria,Heathcote,,Shiraz,Tatiarra
144846,Australia,82,7,Australia Other,South Eastern Australia,,Merlot,Little Penguin
144903,Australia,91,23,New South Wales,Orange,,Chardonnay,Rosemount
144914,Australia,90,13,South Australia,McLaren Vale,,Sauvignon Blanc,Owen's Estate
144919,Australia,90,18,South Australia,Limestone Coast,,Cabernet Sauvignon,Heritage Road
144921,Australia,90,35,South Australia,Clare Valley,,Cabernet Sauvignon,Leasingham
144925,Australia,90,25,New South Wales,Hunter Valley,,Cabernet Sauvignon-Merlot,Wyndham Estate
144936,Australia,87,17,Western Australia,Margaret River,,Semillon-Sauvignon Blanc,Amberley
144937,Australia,87,8,Australia Other,South Eastern Australia,,Riesling,Lindemans
144942,Australia,87,12,South Australia,McLaren Vale,,Shiraz,Tyrrell's
144947,Australia,87,12,South Australia,Fleurieu Peninsula,,Cabernet Sauvignon,Red Knot
144955,Australia,87,24,South Australia,Coonawarra,,Shiraz,Penfolds
144993,Australia,90,48,South Australia,McLaren Vale,,Cabernet Sauvignon-Merlot,Joseph
145014,Australia,90,50,South Australia,Coonawarra,,Shiraz,Katnook Estate
145043,Australia,90,14,Western Australia,Frankland River,,Riesling,Rocky Gully
145064,Australia,85,18,Victoria,Yarra Valley,,Pinot Noir,TarraWarra
145108,Australia,91,45,South Australia,Clare Valley,,Shiraz,Leasingham
145113,Australia,90,90,Victoria,Yarra Valley,,Chardonnay,Mount Mary
145116,Australia,89,35,Victoria,Heathcote,,Shiraz,Dominique Portet
145119,Australia,89,30,South Australia,Clare Valley,,Shiraz,Annie's Lane
145200,Australia,89,27,South Australia,Coonawarra,,Cabernet Sauvignon,Punters Corner
145207,Australia,89,30,South Australia,Coonawarra,,Cabernet Sauvignon-Merlot,Balnaves of Coonawarra
145213,Australia,89,27,South Australia,Coonawarra,,Cabernet Sauvignon-Merlot,Punters Corner
145214,Australia,89,26,New South Wales,Orange,,Merlot,Rosemount
145215,Australia,89,12,South Australia,South Australia,,Riesling,Wolf Blass
145219,Australia,88,10,Australia Other,South Eastern Australia,,Chardonnay,Rosemount
145221,Australia,88,8,South Australia,Clare Valley,,Riesling,Leasingham
145223,Australia,88,10,South Australia,South Australia,,Chardonnay,Tatachilla
145226,Australia,88,33,South Australia,Barossa Valley,,Rh??ne-style Red Blend,Grant Burge
145231,Australia,87,12,South Australia,McLaren Vale,,Shiraz,Red Knot
145235,Australia,87,20,New South Wales,Hunter Valley,,Chardonnay,De Bortoli
145240,Australia,87,12,South Australia,Clare Valley,,Riesling,Leasingham
145241,Australia,87,40,South Australia,Barossa Valley,,Cabernet Sauvignon,Limb
145291,Australia,90,30,New South Wales,Orange,,Chardonnay,Philip Shaw
145324,Australia,89,30,South Australia,Piccadilly Valley,,Chardonnay,Petaluma
145325,Australia,89,20,South Australia,McLaren Vale,,Chardonnay,Wayne Thomas
145335,Australia,89,19,South Australia,McLaren Vale,,Shiraz,Sylvan Springs
145344,Australia,89,19,South Australia,Clare Valley,,Riesling,Koonowla
145345,Australia,89,16,South Australia,Eden Valley,,Riesling,Pewsey Vale
145347,Australia,89,23,South Australia,McLaren Vale,,Shiraz,Shottesbrooke
145416,Australia,89,42,Victoria,Yarra Valley,,Pinot Noir,Labyrinth
145429,Australia,89,35,Western Australia,Pemberton,,Chardonnay,Wise
145448,Australia,91,,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
145461,Australia,91,,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
145501,Australia,88,6,Australia Other,South Eastern Australia,,Semillon-Chardonnay,Banrock Station
145503,Australia,88,25,Victoria,King Valley,,Cabernet Sauvignon-Shiraz,Wood Park
145512,Australia,87,11,Australia Other,South Eastern Australia,,Merlot,Rosemount
145513,Australia,87,12,Australia Other,South Eastern Australia,,Pinot Noir,Rosemount
145514,Australia,87,21,Victoria,Mornington Peninsula,,Cabernet Sauvignon,Willow Creek
145518,Australia,87,15,Victoria,King Valley,,Pinot Gris,Redbank
145520,Australia,87,14,South Australia,Coonawarra,,Merlot,Barwang
145521,Australia,87,40,South Australia,Riverland,,Cabernet Sauvignon,Bookpurnong Hill
145523,Australia,87,8,Australia Other,South Eastern Australia,,Rh??ne-style Red Blend,Rosemount
145528,Australia,87,6,Australia Other,South Eastern Australia,,Shiraz-Cabernet Sauvignon,Banrock Station
145531,Australia,87,19,South Australia,McLaren Vale,,Shiraz-Cabernet Sauvignon,Fox Creek
145536,Australia,87,10,Australia Other,South Eastern Australia,,Cabernet Sauvignon-Merlot,Wyndham Estate
145537,Australia,87,11,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
145545,Australia,87,15,South Australia,South Australia,,Sauvignon Blanc,Fox Creek
145550,Australia,87,10,South Australia,Barossa Valley,,Grenache,RBJ
145556,Australia,87,13,New South Wales,Hunter Valley,,Verdelho,Wandin Valley
145594,Australia,90,25,South Australia,Coonawarra,,Bordeaux-style Red Blend,Zema Estate
145596,Australia,90,30,South Australia,Adelaide Hills,,Chardonnay,The Colonial Estate
145597,Australia,90,85,South Australia,Barossa Valley,,Shiraz,Barossa Valley Estate
145609,Australia,90,34,South Australia,Barossa Valley,,Shiraz,Old School
145610,Australia,90,55,South Australia,Wrattonbully,,Shiraz,Pepper Tree
145615,Australia,89,17,South Australia,Adelaide Hills,,Sauvignon Blanc,Groom
145616,Australia,89,27,South Australia,Coonawarra,,Shiraz,Bowen Estate
145625,Australia,89,19,Western Australia,Frankland River,,Riesling,Frankland Estate
145697,Australia,90,12,South Australia,Coonawarra,,Riesling,Wynns Coonawarra Estate
145700,Australia,90,21,South Australia,Clare Valley,,Shiraz,Leasingham
145718,Australia,88,28,Western Australia,Margaret River,,Shiraz,Wise
145721,Australia,88,25,New South Wales,Hilltops,,Shiraz,Clonakilla
145729,Australia,88,24,South Australia,Barossa,,Shiraz,Schild Estate
145735,Australia,88,20,South Australia,Eden Valley,,Chardonnay,Heggies Vineyard
145761,Australia,90,,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
145770,Australia,87,10,South Australia,South Australia,,Merlot,Tatachilla
145771,Australia,87,12,South Australia,South Australia,,Shiraz-Cabernet Sauvignon,Wolf Blass
145772,Australia,87,26,South Australia,Coonawarra,,Bordeaux-style Red Blend,Balnaves of Coonawarra
145776,Australia,86,19,South Australia,Riverland,,Cabernet Sauvignon,Ellen Landing
145778,Australia,86,10,Australia Other,South Eastern Australia,,Cabernet Sauvignon,Angove's
145780,Australia,86,26,Victoria,Mornington Peninsula,,Chardonnay,Willow Creek
145782,Australia,86,16,South Australia,Clare Valley,,Riesling,Crabtree
145786,Australia,86,20,South Australia,McLaren Vale,,Cabernet Sauvignon,Tatachilla
145787,Australia,86,13,Australia Other,South Eastern Australia,,Cabernet Sauvignon-Shiraz,Owen's Estate
145788,Australia,86,30,New South Wales,Hunter Valley,,Chardonnay,Rosemount
145789,Australia,86,11,Western Australia,Western Australia,,White Blend,Alkoomi
145790,Australia,86,15,Western Australia,Western Australia,,Semillon-Sauvignon Blanc,Killerby
145793,Australia,86,10,South Australia,South Australia,,Grenache,Oxford Landing
145797,Australia,86,18,Victoria,Mornington Peninsula,,Sauvignon Blanc,Willow Creek
145830,Australia,86,18,South Australia,Eden Valley,,Riesling,Glen Eldon
145833,Australia,86,13,South Australia,Padthaway,,Verdelho,Browns of Padthaway
145839,Australia,86,15,South Australia,Adelaide Hills,,Sauvignon Blanc,Marquee
145841,Australia,86,11,South Australia,Coonawarra,,Riesling,Wynns Coonawarra Estate
145853,Australia,86,8,Australia Other,South Eastern Australia,,Sauvignon Blanc,Lindemans
145890,Australia,89,22,South Australia,McLaren Vale,,Cabernet Sauvignon,Tapestry
145891,Australia,89,23,South Australia,Coonawarra,,Cabernet Sauvignon,Nugan Family Estates
145906,Australia,89,28,South Australia,Coonawarra,,Cabernet Sauvignon,McWilliam's of Coonawarra
145907,Australia,89,25,South Australia,Coonawarra,,Cabernet Sauvignon,Zema Estate
145909,Australia,89,20,Victoria,Pyrenees,,Shiraz,Taltarni
145940,Australia,88,40,New South Wales,Hunter Valley,,Chardonnay,Tyrrell's
146011,Australia,88,36,Victoria,Yarra Valley,,Pinot Noir,Yering Station
146014,Australia,88,24,South Australia,Langhorne Creek-Limestone Coast,,Shiraz,Heartland
146016,Australia,88,29,South Australia,Clare Valley,,Riesling,Ranfurlys Way
146020,Australia,88,16,Victoria,Victoria,,Sauvignon Blanc,Taltarni
146027,Australia,88,40,South Australia,South Australia,,Shiraz,Greg Norman Estates
146039,Australia,87,30,South Australia,Barossa,,Shiraz,Elderton
146041,Australia,90,,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
146052,Australia,90,,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
146062,Australia,89,,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
146067,Australia,89,,South Australia,Coonawarra,,Cabernet Sauvignon,Wynns Coonawarra Estate
